Recurring Revenue by Client,,,,,
,,,,,
Customer ID,Industry,2017,2018,2019,2020
130410,Engineering," $849,879.038453  "," $533,116.460926  "," $440,184.254658  "," $374,763.980567  "
7225,Computers," $338,623.304527  "," $687,343.655643  "," $345,497.798534  "," $356,173.383956  "
181822,Engineering," $74,454.803412  "," $121,214.896787  "," $132,335.506462  "," $349,193.992473  "
98021,Computers," $226,417.697994  "," $224,396.793292  "," $314,691.819409  "," $349,146.729770  "
3171,Telecom," $332,568.649959  "," $274,909.651998  "," $266,590.461655  "," $331,166.824535  "
134542,Manufacturing," $124,764.330999  "," $203,544.730504  "," $298,803.474628  "," $319,785.606474  "
196062,Telecom, –  ," $157,253.048594  "," $314,694.215756  "," $314,439.998079  "
179122,Telecom," $92,339.262071  "," $238,409.183296  "," $124,000.232834  "," $313,835.241493  "
189303,Computers," $72,288.514700  "," $144,924.948943  "," $74,860.672332  "," $312,244.099091  "
170274,Telecom," $382,918.715722  "," $400,728.739505  "," $123,225.518694  "," $309,514.683378  "
209091,Computers, –  , –  , –  ," $307,915.035801  "
193197,Telecom," $110,096.486227  "," $308,804.106522  "," $328,369.631409  "," $300,328.717861  "
207518,Manufacturing, –  , –  ," $28,282.663579  "," $292,681.222403  "
97645,Telecom," $613,164.493067  "," $1,641,973.443760  "," $1,435,444.765722  "," $288,091.083502  "
58466,Manufacturing," $110,828.477315  "," $243,512.386402  "," $301,862.443394  "," $281,300.719477  "
16090,Manufacturing," $211,223.222801  "," $244,283.204092  "," $264,684.125618  "," $281,045.031256  "
128038,Engineering," $294,053.072376  "," $297,194.665030  "," $294,053.072376  "," $278,973.427639  "
7348,Manufacturing," $25,096.816529  "," $38,811.624335  "," $159,623.165954  "," $276,936.577077  "
205299,Engineering, –  , –  ," $6,220.353454  "," $274,399.520063  "
137119,Telecom," $90,791.173176  "," $45,395.586588  "," $90,791.173176  "," $272,373.519527  "
177042,Telecom," $24,281.997938  "," $129,178.834164  "," $125,773.661886  "," $265,083.504039  "
136924,Engineering," $293,484.758265  "," $192,337.727031  "," $256,312.365846  "," $263,539.411250  "
104918,Engineering," $260,212.308913  "," $265,322.249765  "," $240,229.705762  "," $262,012.644470  "
149399,Telecom," $150,404.948791  "," $146,541.662994  "," $174,340.852089  "," $256,140.543277  "
89694,Telecom," $533,153.971542  "," $496,728.901184  "," $506,906.404744  "," $250,053.182307  "
72043,Engineering," $87,874.336636  "," $97,193.409612  "," $116,792.250226  "," $246,954.661379  "
170907,Manufacturing," $279,616.762982  "," $326,417.634230  "," $303,958.514013  "," $245,455.775618  "
55073,Computers," $140,608.823963  "," $178,682.369467  "," $214,021.498461  "," $244,539.082094  "
94233,Engineering," $120,121.308384  "," $153,324.801140  "," $182,522.134944  "," $243,943.098755  "
204105,Computers, –  ," $132,276.507352  "," $512,825.416631  "," $234,821.484485  "
150921,Telecom," $166,376.044950  "," $198,342.207166  "," $224,824.524788  "," $234,101.853277  "
205022,Engineering, –  , –  ," $119,941.734948  "," $232,622.369628  "
5115,Engineering," $346,933.252965  "," $364,014.271909  "," $265,750.991933  "," $231,891.933780  "
205967,Manufacturing, –  , –  ," $175,246.391930  "," $231,370.529457  "
101117,Computers," $50,982.982198  "," $35,032.575268  "," $223,336.672829  "," $231,032.559920  "
206685,Telecom, –  , –  ," $74,769.905155  "," $227,383.324055  "
208697,Telecom, –  , –  , –  ," $225,379.619880  "
16149,Engineering," $377,573.444045  "," $440,067.638738  "," $745,971.238427  "," $223,398.653597  "
75163,Telecom," $84,138.316445  "," $111,645.371588  "," $99,177.073183  "," $222,715.020325  "
136704,Telecom," $113,295.537942  "," $113,305.837536  "," $113,295.537942  "," $222,625.732055  "
208614,Engineering, –  , –  , –  ," $219,311.468014  "
125566,Telecom," $327,969.761454  "," $199,633.767841  "," $180,621.028047  "," $218,646.507636  "
169522,Manufacturing," $115,171.273502  "," $199,046.295544  "," $212,419.301287  "," $215,586.311034  "
202326,Telecom, –  ," $45,867.252742  "," $89,535.390627  "," $214,884.937506  "
21104,Engineering," $201,724.177561  "," $240,649.138858  "," $250,413.208825  "," $214,301.857909  "
170534,Engineering," $815,017.350263  "," $949,004.454815  "," $850,650.613609  "," $212,088.291725  "
142961,Telecom," $122,379.233856  "," $223,276.005820  "," $309,605.966631  "," $211,734.799720  "
32297,Engineering," $409,105.026329  "," $381,427.070154  "," $389,726.451513  "," $208,934.522435  "
16924,Manufacturing," $169,336.219287  "," $134,159.446273  "," $247,121.289872  "," $206,204.912516  "
129284,Engineering," $209,194.884891  "," $215,021.659618  "," $204,019.550818  "," $202,680.478365  "
66735,Telecom, –  , –  ," $2,427.571475  "," $200,274.646711  "
205965,Computers, –  , –  ," $132,068.533918  "," $191,235.028009  "
191471,Telecom," $146,536.699061  "," $192,167.452709  "," $192,030.227942  "," $190,314.918353  "
162680,Computers," $163,830.601133  "," $157,343.840622  "," $216,374.429414  "," $190,003.523689  "
206397,Engineering, –  , –  ," $98,719.396927  "," $190,003.523689  "
209738,Engineering, –  , –  , –  ," $189,061.045893  "
18860,Engineering," $257,159.055165  "," $176,492.699996  "," $207,655.435024  "," $186,580.667467  "
94840,Telecom," $160,553.103181  "," $180,249.695314  "," $179,267.005132  "," $186,456.351424  "
194389,Telecom," $24,299.990468  "," $69,695.577055  "," $162,623.013129  "," $185,854.872148  "
159678,Manufacturing," $45,395.586588  "," $136,186.759763  "," $136,186.759763  "," $181,582.346351  "
125264,Engineering," $34,964.797473  "," $32,476.828019  "," $182,810.406209  "," $179,549.255241  "
204202,Engineering, –  ," $28,950.100731  "," $95,309.369205  "," $179,302.953839  "
205483,Engineering, –  , –  ," $185,178.016669  "," $178,380.719435  "
207045,Engineering, –  , –  ," $46,089.872030  "," $178,164.325714  "
46776,Engineering," $209,978.398099  "," $216,020.309091  "," $217,412.662955  "," $176,248.688574  "
151502,Telecom," $72,492.061986  "," $160,428.444785  "," $153,462.088739  "," $175,951.493909  "
17365,Computers," $234,792.091312  "," $247,864.223846  "," $331,322.771727  "," $175,374.754780  "
171165,Telecom," $150,895.407541  "," $216,817.016988  "," $225,429.379088  "," $175,208.507246  "
203588,Telecom, –  ," $35,625.660692  "," $31,667.253948  "," $172,990.291505  "
26967,Engineering," $173,016.019229  "," $476,339.073082  "," $394,937.945670  "," $171,016.181325  "
208891,Engineering, –  , –  , –  ," $170,906.912921  "
82265,Computers," $139,765.561583  "," $173,091.890612  "," $175,487.040851  "," $169,493.950209  "
129297,Telecom," $183,581.686442  "," $162,179.987665  "," $154,498.206873  "," $165,145.412541  "
207927,Telecom, –  , –  , –  ," $164,978.874143  "
203064,Telecom, –  , –  ," $73,244.338845  "," $159,830.425681  "
208713,Computers, –  , –  , –  ," $159,532.714641  "
104275,Telecom," $732,107.327215  "," $619,319.124403  "," $561,588.589482  "," $158,989.092694  "
126794,Telecom," $71,030.781579  "," $105,868.530833  "," $105,287.964511  "," $158,313.021955  "
161658,Manufacturing," $96,131.830421  "," $164,861.379684  "," $177,879.814337  "," $158,182.936349  "
210189,Computers, –  , –  , –  ," $155,194.677087  "
206248,Telecom, –  , –  ," $51,494.277302  "," $154,652.179293  "
4747,Telecom," $163,480.311453  "," $156,281.753296  "," $158,013.801747  "," $153,451.939746  "
7588,Engineering," $131,161.201295  "," $151,781.478921  "," $175,381.843289  "," $151,989.764553  "
100019,Telecom," $197,825.955364  "," $158,775.603649  "," $138,968.174057  "," $151,567.852631  "
206066,Telecom, –  , –  ," $50,667.606317  "," $151,219.934062  "
209157,Computers, –  , –  , –  ," $150,796.447372  "
7721,Computers," $11,535.819651  "," $11,689.630579  "," $11,535.819651  "," $150,282.890497  "
71970,Computers," $152,032.259154  "," $154,410.171948  "," $159,404.945012  "," $150,224.737111  "
208312,Telecom, –  , –  , –  ," $149,626.069591  "
127222,Computers," $12,183.107309  "," $83,872.885780  "," $137,703.506421  "," $149,213.156851  "
133279,Computers," $258,453.549735  "," $162,932.796784  "," $145,141.957587  "," $148,849.916564  "
108220,Telecom," $64,912.484426  "," $54,070.416152  "," $128,468.441912  "," $147,325.234515  "
110369,Engineering," $30,249.482639  "," $52,955.286919  "," $62,536.960083  "," $146,596.234801  "
208593,Telecom, –  , –  , –  ," $146,340.611202  "
138431,Engineering," $61,773.827498  "," $118,909.596098  "," $170,493.730656  "," $144,628.935507  "
172402,Telecom," $290,754.839913  "," $349,477.741121  "," $303,869.606941  "," $142,835.023270  "
120979,Telecom," $67,463.716392  "," $69,895.851702  "," $110,429.837999  "," $142,811.845077  "
124072,Manufacturing," $71,697.741699  "," $107,517.929808  "," $180,965.978439  "," $141,046.514572  "
210383,Computers, –  , –  , –  ," $139,438.835947  "
49674,Manufacturing," $141,549.797715  "," $147,659.881267  "," $139,084.275800  "," $138,612.094425  "
61367,Engineering," $36,364.535185  "," $88,494.690560  "," $94,342.710244  "," $137,586.011962  "
168850,Computers," $46,463.718037  "," $56,844.839040  "," $97,344.353822  "," $134,239.944543  "
90052,Computers," $195,642.511436  "," $270,039.914684  "," $98,288.170662  "," $132,505.998019  "
14202,Computers," $1,036,406.876954  "," $1,107,070.181102  "," $334,509.299148  "," $130,061.123005  "
84318,Engineering," $32,340.685749  "," $47,530.223398  "," $73,365.047753  "," $128,171.639559  "
199247,Computers, –  ," $77,541.418194  "," $113,693.421319  "," $127,370.219273  "
53657,Manufacturing," $11,689.630579  "," $32,599.371827  "," $114,259.089244  "," $126,031.791319  "
129844,Engineering," $94,247.779608  "," $94,247.779608  "," $125,663.706144  "," $125,663.706144  "
146919,Manufacturing," $139,321.654541  "," $150,484.424390  "," $124,762.634539  "," $124,730.024807  "
208323,Computers, –  , –  , –  ," $124,676.617732  "
127819,Engineering," $68,705.688856  "," $112,826.278915  "," $130,754.845534  "," $124,310.308028  "
169470,Engineering," $65,738.344242  "," $129,063.148372  "," $117,966.961916  "," $123,639.662388  "
140380,Telecom," $82,563.191219  "," $122,099.443614  "," $127,575.113946  "," $123,333.649704  "
71264,Telecom," $81,103.220932  "," $75,897.148249  "," $149,718.383027  "," $122,834.048518  "
206106,Engineering, –  , –  ," $110,412.530447  "," $121,475.020659  "
206478,Telecom, –  , –  ," $62,165.269943  "," $121,256.994128  "
161738,Manufacturing," $74,882.569027  "," $151,823.621561  "," $130,943.690891  "," $120,325.201950  "
192663,Telecom," $163,367.619137  "," $469,855.527338  "," $136,354.221478  "," $120,252.244730  "
136379,Telecom," $119,883.175661  "," $119,883.175661  "," $119,888.830528  "," $119,883.175661  "
152240,Manufacturing," $54,712.703013  "," $66,081.360092  "," $95,572.517953  "," $118,958.576312  "
17181,Computers," $48,946.055525  "," $74,337.676333  "," $75,955.895479  "," $118,167.382217  "
100833,Computers," $61,391.773194  "," $67,753.171667  "," $96,101.977403  "," $117,277.734042  "
10527,Engineering," $34,895.854443  "," $41,340.959607  "," $108,913.091341  "," $116,021.360481  "
133418,Computers," $126,627.075389  "," $156,154.724965  "," $164,713.258727  "," $115,656.290799  "
209146,Engineering, –  , –  , –  ," $114,812.645118  "
205670,Engineering, –  , –  ," $54,125.243192  "," $114,571.056643  "
70743,Manufacturing," $205,471.106211  "," $180,882.720252  "," $131,608.796924  "," $114,092.849150  "
207164,Manufacturing, –  , –  ," $35,592.485473  "," $111,116.372866  "
96716,Engineering," $147,933.513987  "," $77,737.453576  "," $108,615.853609  "," $110,530.026013  "
15345,Computers," $89,879.080864  "," $191,680.505848  "," $176,682.542519  "," $109,350.043812  "
75082,Engineering," $72,827.144258  "," $91,033.930323  "," $91,033.930323  "," $109,240.716388  "
186462,Telecom," $180,383.902865  "," $271,332.625429  "," $150,003.040058  "," $109,095.207753  "
143438,Telecom," $34,649.696541  "," $51,011.432320  "," $56,413.186894  "," $108,089.818157  "
131547,Telecom," $376,048.640635  "," $358,141.562509  "," $376,048.640635  "," $107,442.468753  "
48086,Engineering," $94,046.837832  "," $82,802.618068  "," $88,757.450896  "," $106,946.661344  "
75408,Engineering," $108,237.291694  "," $147,771.093647  "," $110,599.769370  "," $105,557.513161  "
67621,Telecom," $135,036.265033  "," $114,579.554038  "," $100,124.931656  "," $105,282.453531  "
146299,Engineering," $4,753.184949  "," $52,285.034435  "," $143,776.027915  "," $104,094.944580  "
182682,Telecom, –  ," $9,801.769079  "," $13,571.680264  "," $103,672.557568  "
198408,Telecom, –  ," $124,092.909817  ", –  ," $103,672.557568  "
201944,Computers, –  ," $35,770.425281  "," $99,267.353518  "," $103,044.239038  "
186502,Manufacturing," $610,880.614266  "," $1,016,069.402881  "," $1,314,617.564790  "," $102,904.620513  "
30215,Manufacturing," $316,337.268714  "," $269,823.392863  "," $304,271.323650  "," $102,659.708097  "
11251,Manufacturing," $101,965.984147  "," $101,965.984147  "," $101,965.984147  "," $101,965.984147  "
3205,Manufacturing," $195,384.334937  "," $214,482.958586  "," $217,409.073343  "," $101,667.896721  "
168243,Computers," $42,794.200995  "," $50,153.869436  "," $51,686.006897  "," $101,658.828053  "
204122,Telecom, –  ," $10,084.520320  "," $88,201.148617  "," $100,934.489276  "
169697,Computers," $72,505.759330  "," $68,560.233116  "," $75,388.170590  "," $98,140.527065  "
207202,Telecom, –  , –  ," $14,388.494353  "," $98,086.805830  "
166138,Computers," $129,403.143879  "," $81,582.762984  "," $104,504.765462  "," $97,484.876678  "
77021,Computers," $105,468.920248  "," $97,515.035967  "," $96,666.177632  "," $96,837.708591  "
101128,Engineering," $58,976.877963  "," $95,542.221861  "," $128,122.367322  "," $96,435.179753  "
118699,Engineering," $96,131.830421  "," $96,260.006195  "," $100,781.406619  "," $96,170.283153  "
192005,Engineering," $54,600.880319  "," $82,938.046055  "," $82,938.046055  "," $96,132.735200  "
145658,Manufacturing," $41,846.014146  "," $45,186.783774  "," $49,262.057764  "," $95,650.186568  "
114547,Manufacturing," $91,275.832957  "," $91,929.284229  "," $104,125.575229  "," $95,351.106948  "
147798,Engineering," $71,980.170879  "," $172,551.348180  "," $147,483.952078  "," $94,705.195498  "
76127,Engineering," $546,203.581938  "," $695,782.865119  "," $713,458.158685  "," $94,417.430894  "
126841,Engineering," $93,728.534661  "," $281,185.603982  "," $218,699.914208  "," $93,728.534661  "
7134,Manufacturing," $85,893.909951  "," $93,675.118916  "," $93,659.702949  "," $93,651.994966  "
191331,Computers," $49,997.190445  "," $79,701.388807  "," $90,474.978158  "," $92,982.220423  "
95630,Computers," $79,007.547029  "," $76,042.414126  "," $94,269.009174  "," $92,184.016585  "
158199,Engineering," $69,708.171072  "," $78,850.205694  "," $84,220.758335  "," $91,858.284235  "
150898,Engineering," $23,703.584708  "," $46,351.855543  "," $45,618.583303  "," $91,601.253777  "
171176,Telecom," $95,979.802469  "," $96,740.319219  "," $94,064.059269  "," $91,250.700216  "
14865,Manufacturing," $64,354.919810  "," $69,840.842932  "," $73,144.573505  "," $90,919.348949  "
39142,Manufacturing," $90,791.173176  "," $136,186.759763  "," $90,791.173176  "," $90,791.173176  "
139627,Computers," $90,791.173176  "," $90,791.173176  "," $45,395.586588  "," $90,791.173176  "
117156,Telecom," $91,671.045313  "," $90,477.868423  "," $90,477.868423  "," $90,477.868423  "
169715,Engineering," $116,238.614024  "," $94,405.173400  "," $102,197.579818  "," $90,477.868423  "
93470,Computers," $284,023.537829  "," $211,366.856388  "," $124,734.548700  "," $89,955.421565  "
159461,Computers," $53,721.234376  "," $89,535.390627  "," $71,628.312502  "," $89,535.390627  "
129616,Manufacturing," $171,986.175662  "," $208,763.544220  "," $188,649.497255  "," $88,255.819940  "
206782,Computers, –  , –  ," $6,456.369096  "," $86,909.874798  "
82859,Computers," $70,537.201113  "," $81,365.507982  "," $122,213.270057  "," $86,685.677617  "
3348,Manufacturing," $660,906.334146  "," $86,518.647379  "," $86,518.647379  "," $86,518.647379  "
163158,Telecom," $20,215.331912  "," $18,095.573685  "," $18,115.554214  "," $85,788.098910  "
190731,Engineering," $13,394.174166  "," $14,379.185568  "," $13,716.507107  "," $83,898.957897  "
50173,Manufacturing," $94,014.793889  "," $205,729.594021  "," $160,385.277743  "," $82,294.187498  "
202003,Telecom, –  ," $33,531.316517  "," $25,890.195438  "," $82,117.994360  "
71771,Telecom," $113,617.142243  "," $96,891.271881  "," $103,242.381478  "," $81,753.712985  "
173822,Computers," $82,352.206456  "," $125,759.272146  "," $108,901.147690  "," $80,975.045158  "
209550,Engineering, –  , –  , –  ," $79,789.419250  "
19018,Engineering," $66,558.474989  "," $77,261.152109  "," $76,620.273240  "," $79,424.118294  "
193363,Telecom," $11,562.328731  "," $35,565.718516  "," $41,511.035264  "," $79,269.045028  "
203562,Computers, –  ," $15,414.727010  "," $85,662.749363  "," $78,939.426925  "
191530,Manufacturing," $55,054.526299  "," $70,070.773696  "," $69,307.806504  "," $78,200.524333  "
201362,Computers, –  ," $9,361.946108  "," $75,398.223686  "," $77,911.497809  "
199730,Computers, –  , –  ," $71,251.321383  "," $77,734.940302  "
209915,Computers, –  , –  , –  ," $77,293.305862  "
192616,Telecom," $14,793.814776  "," $44,471.798539  "," $55,582.259115  "," $76,928.477715  "
145218,Computers," $70,088.303783  "," $75,707.356403  "," $77,827.931444  "," $76,759.789942  "
194967,Telecom," $15,330.972150  "," $68,587.879132  "," $69,908.290524  "," $76,374.630683  "
138563,Telecom," $74,138.005209  "," $80,229.427701  "," $71,104.357679  "," $75,815.427191  "
206223,Computers, –  , –  ," $45,804.420889  "," $75,437.807754  "
208445,Telecom, –  , –  , –  ," $75,367.355050  "
139004,Engineering," $68,903.609193  "," $67,897.985385  "," $70,411.887826  "," $74,926.670629  "
130679,Computers," $46,463.718037  "," $23,231.859018  "," $51,110.089841  "," $74,341.948859  "
137333,Telecom," $67,858.401318  "," $67,858.401318  "," $67,858.401318  "," $73,889.945053  "
6445,Computers," $55,348.629636  "," $16,507.486032  ", –  ," $72,827.144258  "
11126,Telecom," $44,899.973595  "," $75,501.939613  "," $75,905.693301  "," $72,701.298953  "
103429,Engineering," $85,822.593597  "," $85,999.779423  "," $80,150.825053  "," $72,587.443431  "
9847,Engineering," $94,091.699353  "," $78,523.683482  "," $74,680.546528  "," $72,250.547482  "
204445,Telecom, –  ," $3,769.911184  "," $46,212.827934  "," $71,865.502747  "
101929,Telecom," $55,775.688010  "," $68,062.404070  "," $62,744.177584  "," $71,654.530133  "
135168,Telecom," $70,999.993971  "," $71,628.312502  "," $71,641.507191  "," $71,632.710732  "
74098,Computers," $70,712.224084  "," $71,628.312502  "," $71,628.312502  "," $71,628.312502  "
142282,Engineering," $27,756.662245  "," $36,155.144718  "," $56,446.691667  "," $71,471.232869  "
7836,Telecom," $50,908.320015  "," $18,868.856864  "," $51,909.955566  "," $71,429.403474  "
123359,Engineering," $55,890.748785  "," $56,132.789253  "," $92,634.551659  "," $70,881.808374  "
197122,Manufacturing, –  ," $26,138.176542  "," $69,199.421558  "," $70,829.405490  "
74989,Telecom," $52,813.942418  "," $53,724.375969  "," $62,116.198265  "," $70,710.339128  "
209119,Engineering, –  , –  , –  ," $70,656.895360  "
22104,Engineering," $58,751.552533  "," $58,687.464043  "," $53,744.482162  "," $70,427.595790  "
206088,Computers, –  , –  ," $38,328.435683  "," $70,371.675440  "
209910,Engineering, –  , –  , –  ," $70,371.675440  "
201043,Engineering, –  ," $32,784.352774  "," $24,967.572623  "," $70,363.159211  "
205788,Computers, –  , –  ," $54,633.678547  "," $70,041.179893  "
169755,Engineering," $24,752.671349  "," $60,361.304609  "," $54,323.854679  "," $69,931.978133  "
205650,Telecom, –  , –  ," $52,391.847580  "," $69,855.796773  "
140409,Engineering," $71,641.255864  "," $71,622.217812  "," $70,118.463073  "," $69,686.179923  "
206936,Engineering, –  , –  ," $26,985.024257  "," $69,667.958686  "
142390,Engineering," $72,630.480558  "," $68,545.279135  "," $68,595.418954  "," $69,619.578159  "
204564,Manufacturing, –  ," $14,750.342995  "," $69,176.990586  "," $69,573.710906  "
51526,Engineering," $60,440.218049  "," $73,212.933917  "," $83,209.576150  "," $69,236.280532  "
84115,Telecom," $48,943.919262  "," $75,059.733193  "," $82,002.587612  "," $69,194.623406  "
209125,Manufacturing, –  , –  , –  ," $69,115.038379  "
137978,Engineering," $1,531,034.445216  "," $144,167.686873  "," $297,693.549943  "," $68,999.427769  "
108076,Telecom," $186,927.276163  "," $218,450.331008  "," $186,279.793917  "," $68,548.923383  "
180402,Computers," $70,786.679830  "," $69,657.277271  "," $69,874.675483  "," $68,517.507456  "
197826,Telecom, –  ," $31,353.094683  "," $67,858.401318  "," $68,498.029582  "
71480,Manufacturing," $67,960.188920  "," $67,937.569452  "," $67,926.259719  "," $68,492.374715  "
196971,Telecom, –  ," $59,627.428565  "," $67,858.401318  "," $68,492.374715  "
207215,Computers, –  , –  ," $12,702.833042  "," $68,492.302483  "
189182,Computers," $38,683.372821  "," $70,057.516175  "," $67,864.056184  "," $68,486.719848  "
190801,Computers," $61,314.149661  "," $69,440.507378  "," $67,875.365918  "," $68,486.719848  "
206609,Engineering, –  , –  ," $46,100.987236  "," $68,486.719848  "
43003,Computers," $81,722.737172  "," $78,315.397850  "," $74,961.465100  "," $68,429.841288  "
203623,Engineering, –  ," $20,088.600064  "," $68,647.569392  "," $68,296.967652  "
88736,Computers," $77,460.239440  "," $69,980.798482  "," $67,169.261553  "," $68,271.834911  "
206455,Telecom, –  , –  ," $37,322.120725  "," $68,200.834917  "
51407,Telecom," $69,917.401143  "," $69,126.348113  "," $67,864.056184  "," $68,178.215450  "
146001,Manufacturing," $73,228.639800  "," $93,638.938951  "," $70,069.768386  "," $68,172.560583  "
175262,Computers," $66,294.516495  "," $68,486.719848  "," $68,172.560583  "," $68,172.560583  "
204486,Manufacturing, –  ," $5,654.866776  "," $67,858.401318  "," $68,172.560583  "
205207,Engineering, –  , –  ," $59,941.587830  "," $68,172.560583  "
140601,Computers," $21,796.558326  "," $20,087.783250  "," $43,834.202473  "," $68,126.065012  "
